                 0,                  0,                 -0
      0.0212340538,                  0,                 -0
      0.0590533136,                  0,                 -0
       0.091141204,                  0,                 -0
               0.1,                  0,                 -0
      0.1212340538,                  0,                 -0
      0.1590533136,                  0,                 -0
       0.191141204,                  0,                 -0
               0.2,                  0,                 -0
      0.2212340538,                  0,                 -0
      0.2590533136,                  0,                 -0
       0.291141204,                  0,                 -0
               0.3,                  0,                 -0
      0.3212340538,                  0,                 -0
      0.3590533136,                  0,                 -0
       0.391141204,                  0,                 -0
               0.4,                  0,                 -0
      0.4212340538,                  0,                 -0
      0.4590533136,                  0,                 -0
       0.491141204,                  0,                 -0
               0.5,                  0,                 -0
      0.5212340538,                  0,                 -0
      0.5590533136,                  0,                 -0
       0.591141204,                  0,                 -0
               0.6,                  0,                 -0
      0.6212340538,                  0,                 -0
      0.6590533136,                  0,                 -0
       0.691141204,                  0,                 -0
               0.7,                  0,                 -0
      0.7212340538,                  0,                 -0
      0.7590533136,                  0,                 -0
       0.791141204,                  0,                 -0
               0.8,                  0,                 -0
      0.8212340538,                  0,                 -0
      0.8590533136,                  0,                 -0
       0.891141204,                  0,                 -0
               0.9,                  0,                 -0
      0.9212340538,                  0,                 -0
      0.9590533136,                  0,                 -0
       0.991141204,                  0,                 -0
                 1,                  0,                 -0
                 1,  -47.4924989806046,  -32.7385680216055
      3.0886221305,   4.11499571484718,  -13.9707095749888
      6.8085968226,   4.15407750577138, 0.0811621820294002
      9.9648230788,   4.29894283040097,  0.173755275011825
     10.8361911853,   4.33924876116579,  0.174223104196117
     12.9248133158,   4.43676404815105,  0.175104951704392
     16.6447880079,   4.60839160284817,  0.175989073486054
     19.8010142641,   4.75101508674098,  0.175996946605445
     20.6723823706,   4.78953584953674,  0.175877492518114
     22.7610045011,    4.8803747155075, 0.0664306742289904
     26.4809791932,   5.03693691246646,  -1.30507682333767
     29.6372054494,   5.16480769604049,  -2.48734806547969
     30.5085735558,    5.1995732509169,  -2.81200347194651
     32.5971956863,   5.28084330118078,  -3.58386174457024
     36.3171703784,   5.42123969815505,  -4.92477875453794
     39.4733966346,   5.53530016455883,  -6.02212463959874
     40.3447647411,   5.56605875875791,   -6.3189997155404
     42.4333868716,   5.63833069374206,  -7.01431809746369
     46.1533615637,   5.76257083712664,  -8.21080717637096
     49.3095878199,   5.86406862262992,  -9.18488435662552
     50.1809559264,   5.89129987070549,  -9.44731386605648
     52.2695780569,   5.95567492357337,  -10.0664806594085
      55.989552749,   6.06652056729842,   -11.136733138217
     59.1457790052,   6.15728712626663,  -12.0168944716419
     60.0171471117,   6.18165877025033,     -12.2562093031
     62.1057692422,   6.23977755071133,  -12.8242853031124
     65.8257439343,   6.34044071615123,  -13.8202706730316
     68.9819701905,   6.42374675534783,  -14.6548697577713
      69.853338297,   6.44625803710324,  -14.8842039259255
     71.9419604275,   6.49982218440402,  -15.4326625555366
     75.6619351196,   6.59388489874675,  -16.4066622373664
     78.8181613758,   6.67205437024238,  -17.2306598065573
     79.6895294822,   6.69321346882255,  -17.4573824177647
     81.7781516127,   6.74363356075607,  -17.9988305815158
     85.4981263048,   6.83147669805162,  -18.9496521232736
      88.654352561,   6.90312755556941,  -19.7316195114109
     89.5257206675,   6.93382370058229,  -20.1421785083004
